title,description,price
"Chirie! Centru, 1 cameră, str. Nicolae Testemițanu!",, 280 € 
"Chirie! Telecentru, 1 cameră, str. Miorița! Euroreparație!",, 250 € 
"Chirie! Centru, 1 cameră, str. Lev Tolstoi! Euroreparație!",, 350 € 
"Посуточно, центр, Lev Tolstoi 24/1",, 600 MDL 
Super 1  odae cu balcon propriu  ce incue la cee in apartament cu 2 odai linga  Linella,, 90 € 
"Chirie, sect. Centru, 1 cameră, 300 euro!!",, 300 € 
Apartament cu o camera sectorul buiucani,, 1 400 MDL 
Se da in chirie apartament cu o camera cu mobila,, 1 700 MDL 
Se da in chirie de urgenta garsoniera,, 1 200 MDL 
Primesc la gazda doua fete sau doi baieti sau pereche in apartament fara stapin,, 2 200 MDL 
Apartament in chirie bloc nou. Botanica,, 230 € 
Apartament 1 camera+living lux !!!,, 430 € 
"Apartament în chirie. 1 cameră, Euroreparatie.Casa Nou.",, 250 € 
"Chirie! Bolc Nou! str. Lev Tolstoi, Centru, 1 cameră! Euroreparație!",, 350 € 
Centru  zilnic si pe ore. 20-22-25€. Auto in chirie skoda 1.4 tdi 15-20-25€.transfer  airport 24/24,, 22 € 
"Apartments lux- центр,сдаю почасовой и посуточно на измаил 88.24/24",, 50 MDL 
Varianta Albă - Achitare în Rate *  Parcul Valea Trandafirilor*,, Negociabil 
"Albișoara exfactor! centru-asem, 2 camere-74m2",, 48 380 € 
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
"3 odai ,90m2 , 35900Euro",,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
28700 euro 2 odai 71 m2,,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
"Complexul imobiliar ""Botanic Star 2""",,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
Buiucani  29.02.2020  Darea in exploatare !,,
Dau in chirie apartament cu o odaie pentru o familie sau fete,, 1 700 MDL 
Сдаётся! Очень хорошее месторасположение.,, 1 500 MDL 
Сдам квартиру в самом центре района,, 1 600 MDL 
100 евро,, 100 € 
"Chirie, Centru, 1 cameră+living, 310 euro!",, 310 € 
"Chirie bloc nou , linga grenoble 1 odaie ,",, 250 € 
"Apartament odaie,Bloc Nou,Telecentru str.Miorita linga Linella. ! Pret 250 euro",, 250 € 
сдаётся однокомнатная квартира,, 160 € 
Apartament cu 1 odaie in chirie. Incalzire autonoma.,, 250 € 
"Apartament de lux, bloc nou, euroreparație, str. Independenței 450 €",, 450 € 
Bulevardul Moscova  in chirie pe timp indelungat familie,, 160 € 
"Apartament cu 1 cameră, bloc nou, str. Lev Tolstoi, 300 € !",, 300 € 
"Apartament cu 1 cameră, bloc nou, str. N. Testemițeanu, 220 € !",, 220 € 
"Spre chirie studiou spațios în sect. Botanica ! 50 mp, încălzire autonomă, 270 € !",, 270 € 
"In chirie apartament cu odaie.Euroreparatie.Centru str.Negruzzi, linga Grand Holl. 200 euro.",, 200 € 
сдаю 1 комн квартиру,, Negociabil 
Квартира в домике на длительный срок,, 120 € 
"СДАМ 1-комнатная,43 кв/м. (без посредников). Около рынка"" Дельфин -200 евро",, 200 € 
Сдаем однокомнатную квартиру!,, 230 € 
"Oferim spre chirie! 1 cameră + living, Poșta Veche, 500 euro",, 500 € 
Chirie. Centru. Apartament cu o odaie. 300 euro.,, 300 € 
"Spre Închiriere! apartament str. Valea Trandafirilor, 350 euro",, 350 € 
Se da in chirie un apartament!! Ieftin!,, 150 € 
"Casa noua! Euro reparatie! Apartament cu odaie,sec.Telecentru str.Malina Miche linga  Vento.",, 230 € 
Se da in chirie apartament cu 1 camera malina mica,, 230 € 
"Срочно! Не агенство! Сдам 1,2 - комнатную квартиру, на короткий срок 1,2,3 и т.д. месяцев!",, Negociabil 
"Chirie! Centru, 1 cameră, str. Nicolae Testemițanu!",, 260 € 
"Chirie, Botanica, 1 cameră, str. Grenoble! Euroreparație!",, 230 € 
"Chirie, str. Grenoble, 1 cameră, 300 euro!!!",, 300 € 
Cдам квартиру .,, 2 000 MDL 
Apartament cu o odaie,, 1 600 MDL 
Apartament cu o camera in stare buna se da in chirie la persoane serioase mai cedam,, 100 € 
Apartament cu o camera in stare buna se da in chirie 2500 lei la persoane serioase mai cedam,, 2 500 MDL 
Se da in chirie apartament cu o camera in rascanovca,, 1 500 MDL 
Chirie  apartament cu 1 cameră Centru str. Nicolae Testemițanu 300 €,, 300 € 
Chirie  Apartament cu 1 cameră Botanica str. Hristo Botev 350 €,, 350 € 
Chirie  Apartament cu 1 cameră Buiucani  șos. Balcani 260 €,, 260 € 
Chirie  Apartament cu 1 cameră Centru str. . Nicolae Testemițanu 350 €,, 350 € 
"1-комн. за ""Nunta"". Бул. Траян. Автономка. Стеклопакеты, вся техника",, 160 € 
Chirie  apartament cu 1 cameră Buiucani str. Ion Creangă 330 €,, 330 € 
Chirie  Apartament cu 1 cameră  Telecentru str. M. Berezovschi 280 €,, 280 € 
Chirie  Apartament cu 1 cameră  Centru  str. Lev Tolstoi 450 €,, 450 € 
"1-комн., Скулянка, Ион Некулче, 130 евро",, 130 € 
"Chirie! Bloc Nou! str. Gheorghe Asachi, Telecentru, 1 cameră. Euroreparație!",, 270 € 
"1-комн. квартира, Чокана, ул. Заднипру",, 135 € 
1-комн.квартира на Телецентре -130 евро.,, 130 € 
1-комн квартира на. Старой Почте 130 евро.,, 130 € 
"Сдаю 1-комн. квартиру на Рышкановке, ул. Андрей Дога",, 135 € 
"Centru ! 1 dormitor + living, full utilat + mobilat, 325 € !",, 325 € 
"Apartament în bloc nou, Botanica , Str. Zelinski",, 270 € 
"LINA. Малосемейки, квартиры, комнаты. Реальные адреса! Гарантия! От 100 евро",, 100 € 
"Lina. квартиры, комнаты. реальные адреса! гарантия! от 100 евро",, 100 € 
"Lina. Малосемейки, квартиры, комнаты. Реальные адреса! Гарантия! От 100 евро",, 100 € 
Apartament nou cu o camera. Chirie pe termen lung.,, 220 € 
"Chirie! bd. Moscova, Râșcani, 1 cameră.",, 180 € 
"LINA. Квартиры, комнаты. Реальные адреса! Гарантия! От 100 евро",, 100 € 
"Lina. Квартиры, комнаты. Реальные адреса! Гарантия! От 100 евро",, 100 € 
"M2-Chirie, Apartament-1 cameră+balcon, Mobila+tehnica, 40/mp, 2 Wc, Reparaţie. Centru.",, Negociabil 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 100 $ 
"Сдается 1-комнатная квартира. Парковая зона, тихий район.",, 1 600 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 800 MDL 
"Se da in chirie apartament euroreparat, mobilat.",, 70 € 
Сдаю  однокомнатную  квартиру,, 150 € 
"Apartament sect. Centru, euroreparație",, 350 € 
"Apartament 1 cameră, Centru, B. Bodoni",, 300 € 
"De închiriat! 1 cameră, str. Decebal, 340 euro",, 340 € 
"Apartament cu o cameră, reparație euro, Telecentru, 300 € !",, 300 € 
"Apartament în chirie, str. Piața Veche, 1 cameră + living, 350 euro",, 350 € 
Сдается помесячно новострой,, 260 € 
"Bloc nou, Petru Rareș, dormitor+living, 260 euro !",, 260 € 
"Apartament cu 1 cameră, bloc nou, Râșcani, 330 € !",, 330 € 
Spre chirie un apartament confortabil cu 1 odaie în centrul capitalei!!,, 450 € 
"Apartament cu o cameră, Centru, 400 € !",, 400 € 
se da in chirie de pe data de 10 martie 2020,, 320 € 
"Сдается на 1-2-3 месяца. Новострой, автономка, Ботаника",, 300 € 
"Apartament Impecabil în chirie, str. Petru Rareș, 600 €",, 600 € 
"Chirie,1 odaie,230 e, Decebal",, 230 € 
"Chirie,1 odaie,centru,bloc nou,290 e",, 290 € 
"Apartament cu 1 cameră, Centru",, 260 € 
"Chirie! Str. Testemițanu, 1 dormitor + living, 260 euro!!!",, 260 € 
"Apartament pe ore, zi, noapte, saptamana. Bloc nou",, Negociabil 
"Urgent ap. 3-cam. 130m/p, in casa privata, Buiucani,  77000е (+cadou: teren 4.5 ari)",, 77 000 € 
Аренда асфальтобетонной площадки 3000 кв м Белцы по обьездной возле Тирекса с навесом 500 кв м,, 25 000 MDL 
1к  Буюканы 41кв.м Сдача на 29.02.2020 ( смотри фото ),, 32 000 € 
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"Complexul imobiliar ""Botanic Star 2""",,
"3 odai ,90m2 , 35900Euro",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
Buiucani  29.02.2020  Darea in exploatare !,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
28700 euro 2 odai 71 m2,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
"Chirie, Centru, Lev Tolstoi, 1 cameră, 330 euro!",, 330 € 
"Blok nou !Euro reparatie!Apartament odaie ,Superb, str.T.Strisca linga Linella.Pret 4600 lei.",, 4 600 MDL 
"Apartament cu 1 cameră + living, Centru",, 350 € 
"Centru ! Apartament modern, reparație euro, complet utilat + mobilat, 280  € !",, 280 € 
"Zonă de parc ! Apartament modern, 1 cameră + living, Centru, 350 € !",, 350 € 
"Bloc nou, apartament cu 1 cameră + living",, 400 € 
"Chirie! str. P. Zadnipru, Ciocana, 1 cameră! Euroreparație!",, 250 € 
Apartament suberb pe Bulevardul Moscovei,, 350 € 
APARTAMENT IN CHIRIE Vizavi de CIRC,, 250 € 
"Apartament cu 1 cameră, str. Bernardazzi, Centru",, 950 € 
"Rîșcani, str. Bogdan Voievod, apartament",, 400 € 
"Ciocana, str. M. Sadoveanu, 1 cameră",, 250 € 
Apartament 1 cameră,, 350 € 
Ofer apartament cu o camera in chirie,, 1 400 MDL 
Dau in chirie garsoniera mobilata cu comoditati,, 1 250 MDL 
"Apartament cu 1 cameră, Centru",, 250 € 
"Chirie, Centru, 1 cameră+living, str. Gheorghe Cașu! Euroreparație!",, 300 € 
"Apartament modern de 50 mp, reparație euro, mobilă + tehnică, Botanica, 300 € !",, 300 € 
Se da in chirie o garsoniera cu balcon,, 1 000 MDL 
1-комнатная квартира после косметического ремонта недорого,, 2 000 MDL 
"Se oferă spre сhirie apartament cu 1 camera,sec.Botanica,bd.Decebal!",, 300 € 
"Apartament cu 1 cameră + living, Centru",, 250 € 
"Apartament cu 1 cameră + living, Centru",, 850 € 
"Apartament 1 cameră, 40 m.p",, 260 € 
"Apartament cu o cameră, reparație euro, Telecentru, 300 € !",, 300 € 
"Lina. малосемейки, квартиры, комнаты. реальные адреса! гарантия! от 100 евро",, 100 € 
"Chirie! str. Sarmizegetusa, Botanica, 1 cameră. Euroreparație!",, 200 € 
"Lina. Квартиры, комнаты. Реальные адреса! Гарантия! От 100 евро",, 100 € 
"Chirie! Bloc nou! str. Sarmizegetusa, Botanica, 1 cameră. Euroreparație!",, 270 € 
Apartament cu 1 odaie in chirie Bloc Nou. str. Testemiteanu,, 300 € 
"Chirie! str. Independenții, Botanica, 1 cameră. Euroreparație!",, 320 € 
"Chirie! Bloc Nou! Centru, str. Gheorghe Cașu, 1 cameră, Euroreparație!",, 250 € 
Apartament cu 1 odaie in chirie. Botanica str. Independentei,, 200 € 
"Apartament cu o cameră, reparație euro, Centru, 320 € !",, 320 € 
"Apartament spațios cu 1 cameră + living, Centru",, 440 € 
"Chirie! Centru, 1 cameră, str. Nicolae Testemițanu!",, 280 € 
"Apartament cu o cameră, reparație euro, Centru, 300 € !",, 300 € 
"Zonă de parc ! 1 cameră + living, reparație euro, Centru, 330  € !",, 330 € 
Apartament de tip studio în bloc nou. Botanica,, 250 € 
"Apartament cu 1 cameră, Rîșcani",, 280 € 
"Apartament 1 cameră, str. Lev Tolstoi",, 300 € 
Cдается отличная и уютная 1-комнатная квартира возле  Университета,, 100 $ 
"Se da in chirie apartament euroreparat, mobilat pentru studentii,fete,cuplu fara copii.",, 800 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 300 MDL 
"Chirie! Bloc Nou! Botanica, str. Grenoble, 1 cameră. Euroreparație!",, 250 € 
всё новое,, Negociabil 
Apartament cu 1 odaie in chirie. Centru,, 180 € 
"Apartament 1 cameră + living, Str. Matei Basarab, Rîșcani",, 300 € 
"1 cameră, euroreparație",, 400 € 
"Apartament cu o cameră, reparație euro, Centru, 300 € !",, 300 € 
"Apartament 1 cameră + living, str. Sfatul Țării",, 550 € 
Euroreparatie! Apartament 1 dormitor + living   Centru Orasului str.Bulgara linga Piata.Pret 250 eur,, 250 € 
Apartament cu 1 odaie in chirie. Bloc Nou. Telecentru,, 250 € 
Centru. Apartament cu 1 odaie in chirie,, 270 € 
"Garsoniera la ciocana- 1700 lei, urgent",, 1 700 MDL 
"Chirie , botanica-  1500 lei",, 1 000 MDL 
gazda 1300 lei,, 1 300 MDL 
gazda  urgent 1800 lei,, 1 800 MDL 
"Gazda - 500 lei, urgent",, 500 MDL 
"Centru,chirie,apartament cu o odaie-  1600 lei., universitatea de stat-- urgent!!",, 1 600 MDL 
"Ciocana, apartament cu o odaie-  100 euro",, 100 € 
"Apartament cu o odaie la sol, fara stapini-1300 lei",, 1 300 MDL 
"Apartamente, camere, garsoniere, case-  pret negoiciabil",, 1 500 MDL 
"Apartament cu o odaie la posta veche, mobilat+ toata tehnica 900 lei",, 900 MDL 
"Urgent gazda 1000 lei, mobilata+ toata tehnica",, 1 000 MDL 
"Apartament 1 cameră, str. independenței",, 320 € 
"Apartament 1 cameră, centru",, 950 € 
"Apartament 1 cameră, buiucani",, 250 € 
"Chirie, Centru, Parcul Ștefan cel Mare, 1 cameră, 300 euro!",, 300 € 
"Centru !! 1 cameră, bloc nou, 360 € !",, 360 € 
"Apartament cu o cameră, reparație euro, Telecentru, 300 € !",, 300 € 
Сдается квартира с индивидуальным дизайном,, 220 € 
"Apartament 1 cameră + living, buiucani",, 300 € 
"Bloc nou ! o cameră, regiune dezvoltată, Râșcani, 230 € !",, 230 € 
"Centru !! 1 cameră, bloc nou, 300 € !",, 300 € 
"Apartament cu o cameră, bloc nou, Telecentru, 300 € !",, 300 € 
"Apartament 1 cameră, str. n. Testemițeanu",, 300 € 
"Apartament cu 1 cameră+living, str. Lev Tolstoi, Centru, 400 € !",, 400 € 
"Centru !!bloc nou, zonă de parc, 350 € !",, 350 € 
"Botanica, 1 cameră, bloc nou, 320 €",, 320 € 
Внимание ! Квартира от Собственника- сек.Чеканы 143 серия - 3 комнаты Евроремонт,, Negociabil 
"Chirie Botanica, MallDova, pe saptamani, zile, ore",, Negociabil 
Apartament 2 dormitoare+living centru in casa noua (5 min de la Parlament si Presedentie),, 97 000 € 
Продается трехкомнатная квартира в Хынчешть,, Negociabil 
28700 euro 2 odai 71 m2,,
"Complexul imobiliar ""Botanic Star 2""",,
"3 odai ,90m2 , 35900Euro",,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
Buiucani  29.02.2020  Darea in exploatare !,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
"Apartament cu 1 cameră+living, str. Lev Tolstoi, Centru, 400 € !",, 400 € 
"Apartament cu o cameră, bloc nou, Centru, 390 € !",, 390 € 
"Centru !! 1 cameră, bloc nou, 290 € !",, 290 € 
"Apartament cu o cameră, reparație euro, str. A. Russo, Râșcani, 320 € !",, 320 € 
chirie,, 190 € 
Urjent o odae din 2 cu balcon propriu se incide la cee.Este tot.Linga Linela.,, 90 € 
"Apartament cu 1 cameră + living, Telecentru",, 220 € 
"Apartament cu 1 cameră + living, Centru",, 250 € 
"Apartament cu 1 cameră + living, Buiucani",, 250 € 
"Apartament cu 1 cameră, str. Sarmizegetusa, Botanica",, 280 € 
"Chirie, sect. Centru, 1 cameră. 250 euro!",, 250 € 
"Apartament cu 1 cameră, str. Lev Tolstoi, Centru",, 350 € 
"Apartament cu 1 cameră + living, str. Bogdan Voievod, Rîșcani",, 220 € 
"Apartament cu 1 cameră + living, str. Miron Costin, Rîșcani",, 300 € 
"Chirie, suburbia Durlești, 1 cameră, 200 euro!",, 200 € 
"Chirie, Centru, 1 cameră, 300 euro!",, 300 € 
"Apartament cu 1 cameră, str. Mihai Eminescu, Centru",, 270 € 
"Chirie, Botanica, Parcul Valea Trandafirilor, 1 cameră, 350 euro!",, 350 € 
Cдается 1 квартира с косметическим ремонтом! moldexpo у парка valea morilor (комсомольское озеро),, 150 € 
"Apartament cu 1 cameră, str. Hristo Botev, Botanica",, 350 € 
"Apartament cu 1 cameră + living, Botanica, bd. Decebal",, 450 € 
Super apartament spre chirie! str. Dimo - 500 euro,, 500 € 
Str. Ștefan Cel Mare- 1 cameră + living,, 350 € 
"Chirie, sect. Centru, Aleea Grigore Vieru, 1 cameră, 270 euro!",, 270 € 
"Apartament 1 cameră + living, sect. Centru",, 350 € 
familie fara copii--,, 250 € 
"Apartament cu 1 cameră, șos. Balcani, Buiucani",, 260 € 
"Apartament cu 1 cameră + living, str. Ivan Zaikin, Centru",, 400 € 
"Apartament cu 1 cameră + living, str. Nicolae Testemițanu, Centru",, 250 € 
"Apartament cu 1 cameră + living, Centru",, 260 € 
"Chirie, Centru, 1 cameră, 320 euro!",, 320 € 
"Chirie, Centru, Melestiu, 1 cameră, 270 euro!",, 270 € 
"Chirie, Rîșcani, Parcul UTM, 1 cameră, 190 euro!",, 190 € 
"Chirie, Botanica, 1 cameră, 270 euro!",, 270 € 
"Apartament cu 1 cameră + living, Centru",, 270 € 
"Chirie, Centru, Lev Tolstoi, 1 cameră, 250 euro!",, 250 € 
"Apartament cu 1 cameră + living, str. Nicolae Testemițanu, Centru",, 270 € 
"Apartament cu 1 cameră + living, Centru",, 300 € 
"Apartament cu 1 cameră + living, bd. Decebal, Botanica",, 500 € 
Str. V. Trandafirilor- 1 cameră + living în bloc nou,, 400 € 
"NU-i agentie. Riscani, A.Russo, etaj 2 - 170 euro",, 170 € 
"Аp. 1 cam. în chirie Chișinău, mașină aut. de spălat, frigider, TV, internet, cuptor cu microunde!",, 200 € 
"Chirie, Centru, 1 cameră, 500 euro!",, 500 € 
"Chirie, Centru, str. Armenească, 1 cameră, 300 euro!",, 300 € 
"Chirie, Centru, ASEM, 1 cameră, 325 euro!",, 325 € 
"Apartament cu 1 cameră, str. Constantin Vârnav, Botanica",, 250 € 
"Apartament cu 1 cameră + living, str. Alba Iulia, Buiucani",, 250 € 
"Apartament cu 1 cameră + living, str. Nadejda Russo, Rîșcani",, 330 € 
"Apartament cu 1 cameră + living, bd. Decebal, Botanica",, 400 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica",, 200 $ 
Se da in chirie de urgenta apartament mobilat cu odaie,, 120 € 
Супер квартира!!!,, 2 000 MDL 
Сдается квартира на Телецентре!,, 110 € 
"Chirie, Centru, Malldova, 1 cameră, 270 euro!",, 270 € 
Apartament de inchiriat vizavi de McDonald's,, 310 € 
"Chirie! Bloc Nou! str. Hristo Botev, Botanica, 1 cameră! Euroreparație!",, 260 € 
"Apartament cu 1 cameră + living, bd. Iuri Gagarin, Centru",, 230 € 
"Apartament cu 1 cameră, Telecentru",, 280 € 
"Apartament cu 1 cameră + living, str. Pușkin, Centru",, 300 € 
"Apartament cu 1 cameră, str. N.Testimițanu",, 250 € 
"Chirie, Centru, Malldova, 1 cameră, 270 euro!",, 270 € 
"Chirie, Centru, Malldova, 1 cameră, 260 euro!",, 260 € 
"Chirie, Grenoble, Sky House, 1 cameră, 250 euro!",, 250 € 
"Chirie, Centru, 1 cameră+living, 800 euro!",, 800 € 
"Chirie, Centru, Maraton, 1 cameră, 280 euro!",, 280 € 
"Chirie! Centru, str. M. Eminescu, 1 cameră! Euroreparație!",, 270 € 
"Chirie! str. Tudor Strișcă, Botanica, 1 cameră! Euroreparație!",, 350 € 
"Chirie, Centru, Malldova, 1 cameră, 280 euro!",, 280 € 
"Apartament cu 1 cameră + living, str. Șoimari, Botanica",, 350 € 
"Spațiu comercial, șos. Muncești, Botanica",, 3 000 € 
"Apartament cu 1 cameră + living, str. Lev Tolstoi, Centru",, 550 € 
"Chirie, Centru, Parcul Valea Trandafirilor, 1 cameră, 250 euro!",, 250 € 
"Chirie, Telecentru, 1 cameră, 270 euro!",, 270 € 
"Chirie, Botanica, Parcul Valea Trandafirilor, 1 cameră, 320 euro!",, 320 € 
"Apartament spațios cu 1 cameră + living, Telecentru",, 490 € 
В парковой зоне сдается 1-комнатная,, 120 € 
Urgent! Se da in chirie apartament cu mobila,, 2 500 MDL 
Сдаю малосемейку,, 1 400 MDL 
1-комнатная квартира помесячно на Буюканах,, 110 € 
Сдам на долгий срок,, 300 € 
Apartament cu 1 dormitor 41 m2 ( mansardă ),, 20 500 € 
Chirie apartament cu 3 camere la Ciocana,, 250 € 
Посуточно 2-ком квартира Буюканы Флакэра,, 550 MDL 
Apartament cu 2 odai -  2-4 persoane,, 800 MDL 
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
28700 euro 2 odai 71 m2,,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"3 odai ,90m2 , 35900Euro",,
"Complexul imobiliar ""Botanic Star 2""",,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
Buiucani  29.02.2020  Darea in exploatare !,,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
Se da in chirie apartament cu 1 odaie,, 150 € 
"Chirie, Rîșcani, 1 cameră, 290 euro!",, 290 € 
"Chirie, Melestiu, Parcul Valea Trandafirilor, 1 cameră, 350 €!",, 350 € 
"Chirie, Botanica, Parcul Valea Trandafirilor, 1 cameră, 250€!",, 250 € 
"Chirie, bd. Moscovei, Parcul Afgan, 1 cameră, 350 euro!",, 350 € 
"Apartament cu 1 cameră, str. Sarmisegetuza, Botanica",, 250 € 
"Apartament cu 1 cameră + living, str. Pușkin, Centru",, 250 € 
"Apartament spațios cu 1 cameră + living, Rîșcani",, 350 € 
"Chirie, Rîșcani, McDonalds, 1 cameră, 310 euro!",, 310 € 
"Chirie, Rîșcani, Parcul UTM, 1 cameră, 200 euro!",, 200 € 
"Chirie, Buiucani, Alba Iulia, 1 cameră, 250 euro!",, 250 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
"Chirie, Rîșcani, McDonlads, 1 cameră, 300 euro!",, 300 € 
"Chirie, Apartament cu 1 odaie, Centru str. Anestiade, 350 €",, 350 € 
"Chirie, Apartament cu 1 odaie, Botanica str. Petru Ungureanu, 230 €",, 230 € 
"Chirie, Apartament cu 2 odăi, Botanica str. Independenței, 330 €",, 350 € 
Однокомнатная квартира в новострой возле MaLLDoVa,, 300 € 
"Cдаю 1-комнатную, dau în chirie",, 180 € 
Chirie  Apartament cu 1 cameră Centru str. M. Bonulescu -Bodoni 325 €,, 325 € 
"Chirie, sect. Centru, 1 cameră. 300 euro!",, 300 € 
"Centru ! Apartament nou, reparație euro, încălzire autonomă, 450 € !",, 450 € 
"Chirie, Botanica, Parcul Valea Trandafirilor, 1 cameră, 280 €!",, 280 € 
"Chirie, Telecentru, 1 cameră, 230 euro!",, 230 € 
"Chirie, Centru, Maraton, 1 cameră, 300 euro!",, 300 € 
"Chirie, Centru, Palatul Sporturilor, 1 cameră, 300 euro!",, 300 € 
Apartament în Centru orașului!!!,, 370 € 
Apartament în casă noua!!!,, 250 € 
Apartament Vis-a-Vis de parcul Afgan!,, 500 € 
Apartament cu 1 camera în Centru!!!,, 330 € 
сдаю 1-комнатную квартиру рахманинова 39,, 300 € 
"Apartament modern, full utilat + mobilat, 60 mp, încălzire autonomă, Botanica, 320 € !",, 320 € 
"Chirie, Botanica, Grenoble, 1 cameră, 280 euro!",, 280 € 
spre chirie,, 250 € 
Аренда 1-ком. кв. в парковой зоне.,, 320 € 
Apartament cu o camera in stare buna se da in chirie,, 110 € 
"Se oferă spre chirie apartament 1 cameră, Botanica",, 120 € 
Apartament cu o camera in stare buna se da in chirie,, 2 000 MDL 
1-комнатная квартира помесячно на Буюканах,, 110 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica",, 110 € 
1-комнатная квартира в хорошем состоянии,, 1 800 MDL 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта",, 110 € 
"Сдается 1-комнатная квартира. Парковая зона, тихий район.",, 1 200 MDL 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта",, 2 100 MDL 
"Malina Mica, se da in chirie apartament situat linga spit Oncologic",, 270 € 
мини студия на одного,, 120 € 
"Apartament  -pe ore 97 lei/h,  -noaptea de la ora 18.00+ 3h gratis pina la 9.00 la 377 lei,  -zilnic",, 257 € 
"Telecentru , str Gh Asachi se da in chirie apartament pe ternem indelungat",, 300 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
1 или 2 девушкам(Numai pentru fete) Сдается 1 комната в 2-комн. квартире  . Центр Ботаники- 80 евро.,, 80 € 
"Chirie! Bloc Nou! str. Hristo Botev, Botanica, 1 cameră. Euroreparație!",, 300 € 
"Сдаю однокомнатную квартиру девушке, с хозяином. Бесплатно.",, 1 € 
"Сдаётся! Очень хороший новострой,  качественный евро ремонт, мебель, вся техника.",, 280 € 
Apartament cu dormitor +living in chirie,, 430 € 
